CustomerID,Frequency,TotalQuantity,TotalSpending,Variety,Recency,Cluster
12346.0,0.6931471805599453,11.214735039333107,11.253955234248428,1,325,2
12347.0,2.0794415416798357,7.807510042216193,8.368925174747135,103,1,2
12348.0,1.6094379124341003,7.758760544157663,7.494563687769957,22,74,2
12349.0,0.6931471805599453,6.448889394146858,7.472244884833674,73,18,2
12350.0,0.6931471805599453,5.288267030694535,5.815323849389109,17,309,3
12352.0,2.1972245773362196,6.285998094508865,7.826858053356098,59,35,2
12353.0,0.6931471805599453,3.044522437723423,4.499809670330265,4,203,3
12354.0,0.6931471805599453,6.274762021241939,6.985086621918461,58,231,3
12355.0,0.6931471805599453,5.484796933490655,6.132095676847728,13,213,3
12356.0,1.3862943611198906,7.3727463664043285,7.941804157314053,53,22,2
12357.0,0.6931471805599453,7.904334842085095,8.733701981297274,131,32,2
12358.0,1.0986122886681098,5.517452896464707,7.063955286074528,13,1,0
12359.0,1.6094379124341003,7.392031567514591,8.759916600117213,214,57,1
12360.0,1.3862943611198906,7.061334366910438,7.887231116540211,105,51,2
12361.0,0.6931471805599453,4.5217885770490405,5.251749730731702,10,286,3
12362.0,2.3978952727983707,7.709756864454165,8.56163678004062,201,2,1
12363.0,1.0986122886681098,6.013715156042802,6.315358001522335,23,109,0
12364.0,1.6094379124341003,7.317876198626496,7.180907299649593,70,7,2
12365.0,1.0986122886681098,5.1647859739235145,6.465180028897591,22,290,3
12367.0,0.6931471805599453,5.159055299214529,5.135210028677887,11,3,0
12370.0,1.6094379124341003,7.763871287820222,8.173770053153254,143,50,2
12371.0,1.0986122886681098,6.3835066348840055,7.543781692052325,63,44,2
12372.0,1.3862943611198906,6.678342114654332,7.169380809114136,34,71,2
12373.0,0.6931471805599453,5.288267030694535,5.901539839579995,14,310,3
12374.0,0.6931471805599453,5.8377304471659395,6.6119469443852195,33,24,0
12375.0,1.0986122886681098,5.187385805840755,6.127960291696519,14,10,0
12377.0,1.0986122886681098,6.851184927493743,7.395795270713971,72,314,3
12378.0,0.6931471805599453,7.835974581721566,8.29645175271804,219,129,2
12379.0,1.0986122886681098,6.0112671744041615,6.749040867823617,39,81,0
12380.0,1.6094379124341003,7.028201432058005,7.910520910634419,77,21,2
12381.0,1.791759469228055,6.695798917058491,7.520944331624911,70,4,2
12383.0,1.791759469228055,7.334981878871814,7.523783805985769,84,184,2
12384.0,1.0986122886681098,4.844187086458591,6.373780434317173,26,28,0
12386.0,1.0986122886681098,5.872117789475416,5.998688392197302,10,337,3
12388.0,1.9459101490553132,7.288244401020124,7.930803150780256,57,15,2
12390.0,0.6931471805599453,5.869296913133774,6.311444385858925,32,79,0
12391.0,0.6931471805599453,5.707110264748875,6.1353267674944725,92,21,0
12393.0,1.6094379124341003,6.705639094860003,7.3674560152319755,47,71,2
12394.0,1.0986122886681098,6.709304340258298,7.149508589545504,26,63,2
12395.0,2.5649493574615367,7.6586995582682995,8.012889586306857,91,18,2
12397.0,1.0986122886681098,7.142036574706803,7.7877554007552545,110,35,2
12398.0,0.6931471805599453,7.240649694255466,7.4004128587924045,85,45,2
12399.0,1.6094379124341003,7.072421900537371,7.011799929268738,47,118,2
12401.0,0.6931471805599453,2.4849066497880004,4.446174454497633,5,302,3
12402.0,0.6931471805599453,4.553876891600541,5.423186348593906,11,322,3
12403.0,0.6931471805599453,4.574710978503383,6.0607573736039315,5,49,0
12405.0,0.6931471805599453,6.754604099487962,7.445061184797548,54,148,2
12406.0,1.0986122886681098,7.506042178518122,8.136313373066384,92,21,2
12407.0,1.791759469228055,7.256297239690681,7.4437338971514055,57,49,2
12408.0,1.791759469228055,7.251344983372214,7.968856059639959,81,32,2
12409.0,1.3862943611198906,8.62191350218664,9.312325497408466,91,78,2
12410.0,1.0986122886681098,5.356586274672012,6.542947351813216,26,308,3
12412.0,1.3862943611198906,6.721425700790643,7.1130443840624835,43,74,2
12413.0,1.3862943611198906,5.659482215759621,6.632133521022722,29,66,0
12414.0,1.3862943611198906,5.707110264748875,6.334007604663525,16,216,3
12415.0,3.091042453358316,11.256419009986898,11.735393027855736,444,23,1
12417.0,2.302585092994046,7.347943823148687,8.202509843461513,158,2,1
12418.0,0.6931471805599453,6.0112671744041615,6.506650650150935,34,112,0
12420.0,0.6931471805599453,5.846438775057725,6.3992436425478765,29,63,0
12421.0,1.6094379124341003,6.184148890937483,6.694611562246261,32,15,2
12422.0,1.3862943611198906,5.916202062607435,6.690295544136225,39,95,2
12423.0,2.1972245773362196,7.200424892944957,7.528498419486568,97,0,2
12424.0,1.0986122886681098,6.608000625296087,7.474182104762846,30,162,2
12425.0,0.6931471805599453,6.208590026096629,6.6569835605504535,36,77,0
12426.0,0.6931471805599453,5.556828061699537,6.369438547154207,30,194,3
12427.0,1.3862943611198906,6.280395838960195,6.717562827807613,26,21,2
12428.0,2.302585092994046,8.17103418920548,8.981865132439246,258,25,1
12429.0,1.6094379124341003,7.351158226430694,8.22988438262624,82,8,2
12430.0,0.6931471805599453,4.770684624465665,5.5506312951620265,11,42,0
12431.0,2.772588722239781,7.9748769005588755,8.777778952206313,163,35,1
12432.0,1.791759469228055,7.496652438168283,8.529185001388596,107,42,2
12433.0,2.0794415416798357,9.31217467785745,9.50128237507538,219,0,1
12434.0,1.0986122886681098,5.978885764901122,6.6934971352559,46,84,0
12435.0,1.0986122886681098,7.628517626575055,8.965831447914955,31,79,2
12436.0,0.6931471805599453,5.356586274672012,6.234430333369278,16,99,0
12437.0,2.9444389791664403,7.980365765111246,8.507629605767502,118,1,1
12438.0,1.0986122886681098,7.074116816197362,7.9751692554798295,84,13,2
12441.0,0.6931471805599453,4.804021044733257,5.162211233551045,11,366,3
12442.0,0.6931471805599453,5.209486152841421,5.153638355178593,12,2,0
12444.0,1.791759469228055,7.050989447068045,8.518484357502437,138,20,2
12445.0,0.6931471805599453,4.143134726391533,4.900820428089049,4,21,0
12446.0,0.6931471805599453,5.863631175598097,6.9110598129904375,57,57,0
12447.0,0.6931471805599453,5.25227342804663,6.168543217293113,26,242,3
12448.0,0.6931471805599453,5.497168225293202,6.110247083097449,22,43,0
12449.0,1.6094379124341003,7.348587530927593,8.310978042729836,118,21,2
12450.0,1.0986122886681098,4.859812404361672,5.292701627762401,7,155,0
12451.0,1.791759469228055,8.791181936736017,9.109029423519523,265,10,1
12452.0,1.0986122886681098,5.225746673713202,6.067429722163682,21,16,0
12453.0,0.6931471805599453,6.161207321695077,6.562571204258897,43,133,0
12454.0,0.6931471805599453,6.914730892718563,8.168866163607964,15,55,2
12455.0,1.9459101490553132,7.644919344958857,7.81110665732229,85,72,2
12456.0,1.3862943611198906,7.3987862754199485,8.065277779528966,105,43,2
12457.0,2.0794415416798357,6.738152494595957,7.768207666517555,53,65,2
12458.0,1.0986122886681098,6.2285110035911835,6.854776354191251,35,70,0
12461.0,1.0986122886681098,5.662960480135946,6.718868216346018,35,93,0
12462.0,1.0986122886681098,6.285998094508865,7.082204261557526,51,18,2
12463.0,1.6094379124341003,6.655440350367647,7.204729049594601,65,52,2
12464.0,2.1972245773362196,4.727387818712341,7.100893128209941,6,9,2
12465.0,1.0986122886681098,6.173786103901937,6.610951732080795,46,16,0
12468.0,1.0986122886681098,5.905361848054571,6.593783986707386,36,187,3
12471.0,3.4339872044851463,9.013473543740192,9.894701568567964,150,1,1
12472.0,2.0794415416798357,8.330622620332868,8.790742363252102,219,31,1
12473.0,1.791759469228055,7.799753318287247,8.278821782571185,140,28,2
12474.0,2.9444389791664403,8.48632152774915,8.906093863622669,253,16,1
12475.0,0.6931471805599453,6.284134161070802,6.585316116572351,36,53,0
12476.0,2.4849066497880004,7.786967002614872,8.82723638014411,177,15,1
12477.0,1.9459101490553132,8.203577736937952,9.489542087633343,191,22,1
12478.0,0.6931471805599453,5.4680601411351315,6.525014994979364,36,3,0
12479.0,0.6931471805599453,5.955837369464831,6.269474999863032,31,10,0
12480.0,1.6094379124341003,7.443078374348516,8.096400209353131,129,27,2
12481.0,2.3978952727983707,8.103191752285786,8.630043190742814,150,22,1
12483.0,2.1972245773362196,7.01301578963963,7.818422226986002,46,16,2
12484.0,1.9459101490553132,7.692569648067906,8.421281230578023,256,32,1
12488.0,1.3862943611198906,6.272877006546167,7.169857970780942,46,9,2
12489.0,0.6931471805599453,4.663439094112067,5.816902804925467,15,335,3
12490.0,2.3978952727983707,8.027802848370312,8.597653657970227,131,4,1
12491.0,0.6931471805599453,5.564520407322694,6.134265345739653,25,38,0
12492.0,1.0986122886681098,5.262690188904886,5.5767442414854775,19,62,0
12493.0,1.0986122886681098,5.337538079701318,6.0747481512447195,20,165,0
12494.0,2.0794415416798357,6.56244409369372,7.128576134926702,63,15,2
12497.0,0.6931471805599453,7.1204443723924875,6.950910549296065,14,81,2
12498.0,1.3862943611198906,5.075173815233827,6.00314605188182,21,20,0
12500.0,2.4849066497880004,7.893198869544609,8.356747405587967,34,22,2
12501.0,0.6931471805599453,7.486613313139955,7.682662153888476,149,336,3
12502.0,1.791759469228055,6.710523109452428,8.222787230875806,102,95,2
12504.0,1.0986122886681098,4.51085950651685,6.180120167963518,6,17,0
12506.0,0.6931471805599453,3.1780538303479458,4.310799125385514,23,232,3
12507.0,1.3862943611198906,6.796823718274855,7.174578816863813,19,133,2
12508.0,1.0986122886681098,5.60947179518496,5.989637879766574,57,25,0
12509.0,0.6931471805599453,4.02535169073515,5.178970608915471,7,283,3
12510.0,1.0986122886681098,5.869296913133774,6.8911888096735625,29,142,0
12512.0,1.0986122886681098,4.605170185988092,4.9346897371814515,31,65,0
12513.0,0.6931471805599453,6.137727054086234,6.418837907265026,35,112,0
12514.0,0.6931471805599453,6.089044875446846,6.926262950537876,51,266,3
12515.0,0.6931471805599453,4.882801922586371,5.95246380975825,16,352,3
12516.0,1.0986122886681098,6.775366090936392,7.180115570136106,20,77,2
12517.0,1.791759469228055,7.22402480828583,7.825580832414862,232,27,1
12518.0,1.791759469228055,7.1846291527173145,7.629436465014086,84,0,2
12519.0,0.6931471805599453,5.214935757608986,5.83434279133577,17,63,0
12520.0,1.791759469228055,7.272398392570047,7.876737127834484,121,78,2
12521.0,0.6931471805599453,5.736572297479192,6.39806234681208,38,142,0
12522.0,1.0986122886681098,5.272999558563747,5.266413817535028,11,38,0
12523.0,2.4849066497880004,6.763884908562435,7.490400973937009,84,18,2
12524.0,2.1972245773362196,8.216088098632316,8.408877201532766,113,8,1
12526.0,1.3862943611198906,6.450470422144176,7.183612715167257,64,0,2
12527.0,1.3862943611198906,5.459585514144159,5.857104239599851,18,81,0
12528.0,1.9459101490553132,6.6293632534374485,7.567593835498341,50,8,2
12530.0,1.6094379124341003,6.81783057145415,7.416546835435133,51,59,2
12531.0,0.6931471805599453,3.828641396489095,4.838026416156094,17,14,0
12532.0,0.6931471805599453,5.0369526024136295,5.860301775655642,16,29,0
12534.0,0.6931471805599453,6.480044561926653,6.9940980992041535,63,130,0
12535.0,1.0986122886681098,5.393627546352362,6.575563866544399,28,91,0
12536.0,1.3862943611198906,7.938802248154481,9.441676670894656,260,42,1
12538.0,0.6931471805599453,5.2574953720277815,5.899760357897641,21,28,0
12539.0,1.6094379124341003,7.63433723562832,8.625033629522884,157,21,2
12540.0,2.8903717578961645,8.807771066980044,9.503102518971122,277,19,1
12541.0,1.3862943611198906,6.523562306149512,6.889774590946187,46,29,2
12544.0,0.6931471805599453,4.919980925828125,5.923453336491439,19,35,0
12545.0,1.0986122886681098,6.261491684321042,6.9091443138264115,42,74,2
12546.0,1.0986122886681098,6.452048954437226,7.058328137461511,59,46,2
12547.0,1.0986122886681098,4.90527477843843,5.341376856008484,7,197,3
12548.0,0.6931471805599453,3.912023005428146,4.566429357671661,5,165,3
12550.0,0.6931471805599453,6.345636360828596,6.872987835288763,57,78,0
12551.0,0.6931471805599453,4.61512051684126,5.1298987149230735,10,357,3
12552.0,1.0986122886681098,4.48863636973214,6.084089306213804,20,38,0
12553.0,2.3978952727983707,7.583756300707112,8.214270231095687,95,7,2
12556.0,1.0986122886681098,5.883322388488279,6.404749004268278,100,49,0
12557.0,1.791759469228055,8.385944904806284,9.391991704219834,15,15,2
12558.0,0.6931471805599453,5.2832037287379885,5.601971208509516,11,7,0
12559.0,1.0986122886681098,5.648974238161206,6.33276439774036,21,310,3
12560.0,1.3862943611198906,7.01301578963963,7.666226609492505,91,4,2
12561.0,0.6931471805599453,5.181783550292085,5.480013727948073,16,302,3
12562.0,2.0794415416798357,7.484368643286131,8.23820389374878,99,7,2
12564.0,0.6931471805599453,4.897839799950911,6.12665081966305,21,260,3
12565.0,0.6931471805599453,4.394449154672439,4.989888220951467,9,288,3
12566.0,0.6931471805599453,5.583496308781699,5.865476063654188,19,85,0
12567.0,2.3978952727983707,8.367764677924308,9.148707492038316,323,22,1
12569.0,3.4965075614664802,7.496652438168283,8.324988557507531,92,1,1
12571.0,1.0986122886681098,6.261491684321042,6.255001200981438,31,39,0
12572.0,1.0986122886681098,6.115892125483034,6.928949094989139,53,8,2
12573.0,0.6931471805599453,4.442651256490317,5.08475279001415,26,226,3
12574.0,0.6931471805599453,4.127134385045092,5.391124416134243,11,315,3
12576.0,1.791759469228055,6.875232087276577,7.182982612166326,72,35,2
12577.0,1.3862943611198906,6.159095388491933,6.490419998303485,137,34,2
12578.0,1.0986122886681098,7.087573705557973,7.935769837637909,111,20,2
12579.0,0.6931471805599453,5.655991810819852,6.0899968031722285,29,77,0
12580.0,0.6931471805599453,5.476463551931511,6.032366538428407,24,246,3
12581.0,0.6931471805599453,5.087596335232384,5.291846475417725,15,39,0
12582.0,1.0986122886681098,5.707110264748875,6.239027502962935,21,238,3
12583.0,2.772588722239781,8.529319371214077,8.89321301083995,115,2,1
12584.0,2.302585092994046,6.0330862217988015,7.757542894498013,44,3,2
12585.0,1.0986122886681098,7.154615356913663,7.621244157199997,77,233,2
12586.0,0.6931471805599453,4.382026634673881,5.2879639544685455,11,16,0
12587.0,0.6931471805599453,3.9512437185814275,4.976733742420574,4,7,0
12588.0,0.6931471805599453,3.9889840465642745,5.3748153375207615,10,38,0
12589.0,1.0986122886681098,5.726847747587197,6.473396747218991,29,28,0
12590.0,1.0986122886681098,8.36264243156764,9.196774773912752,68,210,2
12591.0,0.6931471805599453,5.43372200355424,6.117766746972636,26,316,3
12592.0,1.0986122886681098,5.673323267171493,6.083587835983788,11,91,0
12593.0,1.3862943611198906,5.332718793265369,6.038109554931026,14,108,0
12594.0,2.3978952727983707,7.48324441607385,8.113492525763553,50,37,2
12596.0,1.0986122886681098,6.163314804034641,6.428541364981557,25,50,0
12597.0,1.6094379124341003,7.71289096149013,8.245966975595675,184,18,2
12598.0,2.1972245773362196,7.583247524303362,8.01436219197595,84,9,2
12599.0,2.0794415416798357,6.863803391452954,6.940783782995926,32,28,2
12600.0,2.3978952727983707,6.652863029353347,7.863282108506616,32,28,2
12601.0,1.791759469228055,5.5053315359323625,6.359677669513258,21,189,3
12602.0,0.6931471805599453,5.093750200806762,5.037731519757957,12,58,0
12603.0,0.6931471805599453,4.1588830833596715,6.606920419952056,2,21,0
12604.0,1.0986122886681098,5.308267697401205,5.541969178493598,15,78,0
12607.0,0.6931471805599453,7.113956109566034,7.3655028587473295,101,59,2
12609.0,1.3862943611198906,6.47543271670409,7.0280684444921455,57,77,2
12610.0,1.791759469228055,6.956545443151569,7.6499497335130995,85,22,2
12611.0,0.6931471805599453,6.741700694652055,7.085332264745334,65,51,2
12612.0,0.6931471805599453,5.572154032177765,6.558254538791405,19,73,0
12613.0,1.791759469228055,7.405495663199472,8.115335568501695,124,56,2
12614.0,0.6931471805599453,4.343805421853684,5.757639147446912,20,277,3
12615.0,1.6094379124341003,7.227662498728654,7.73726297143202,82,1,2
12616.0,1.0986122886681098,5.652489180268651,6.571303042160927,25,94,0
12617.0,0.6931471805599453,5.365976015021851,5.876418387786464,39,28,0
12618.0,0.6931471805599453,4.574710978503383,5.183523608545955,11,21,0
12619.0,2.302585092994046,8.12533508671429,8.200354155974704,50,15,2
12620.0,1.3862943611198906,7.074963197966044,7.20073081629489,89,14,2
12621.0,3.044522437723423,8.914760527397261,9.524469857917655,261,1,1
12622.0,0.6931471805599453,4.248495242049359,5.199049364889368,11,231,3
12623.0,0.6931471805599453,5.2574953720277815,5.723911845951367,18,275,3
12624.0,1.0986122886681098,5.87493073085203,6.464790775403018,36,105,0
12625.0,1.0986122886681098,7.385851078125209,7.895368965589599,73,211,2
12626.0,2.302585092994046,8.147288258706624,8.798074188898816,232,22,1
12627.0,2.0794415416798357,7.920446505142607,8.407273409191232,162,10,1
12628.0,1.3862943611198906,6.1070228877422545,6.668812575758953,34,3,2
